tanggal,nilai,komoditas,satuan,sektor
2020-01-01,15558.85,Kacang Tanah,(Rp/kg),Pangan
2020-02-01,15547.96,Kacang Tanah,(Rp/kg),Pangan
2020-03-01,15601.24,Kacang Tanah,(Rp/kg),Pangan
2020-04-01,15662.44,Kacang Tanah,(Rp/kg),Pangan
2020-05-01,15776.47,Kacang Tanah,(Rp/kg),Pangan
2020-06-01,15712.25,Kacang Tanah,(Rp/kg),Pangan
2020-07-01,15750.36,Kacang Tanah,(Rp/kg),Pangan
2020-08-01,15789.25,Kacang Tanah,(Rp/kg),Pangan
2020-09-01,15719.67,Kacang Tanah,(Rp/kg),Pangan
2020-10-01,15645.54,Kacang Tanah,(Rp/kg),Pangan
2020-11-01,15622.45,Kacang Tanah,(Rp/kg),Pangan
2020-12-01,15713.49,Kacang Tanah,(Rp/kg),Pangan
2009-01-01,10280.4,Bawang Merah,(Rp/kg),Hortikultura
2009-02-01,10707.16,Bawang Merah,(Rp/kg),Hortikultura
2009-03-01,11272.15,Bawang Merah,(Rp/kg),Hortikultura
2009-04-01,10942.65,Bawang Merah,(Rp/kg),Hortikultura
2009-05-01,10922.74,Bawang Merah,(Rp/kg),Hortikultura
2009-06-01,10630.67,Bawang Merah,(Rp/kg),Hortikultura
2009-07-01,11136.59,Bawang Merah,(Rp/kg),Hortikultura
2009-08-01,11487.7,Bawang Merah,(Rp/kg),Hortikultura
2009-09-01,11280.81,Bawang Merah,(Rp/kg),Hortikultura
2009-10-01,10898.2,Bawang Merah,(Rp/kg),Hortikultura
2009-11-01,10931.9,Bawang Merah,(Rp/kg),Hortikultura
2009-12-01,10945.8,Bawang Merah,(Rp/kg),Hortikultura
2010-01-01,10706.93,Bawang Merah,(Rp/kg),Hortikultura
2010-02-01,10729.07,Bawang Merah,(Rp/kg),Hortikultura
2010-03-01,10769.81,Bawang Merah,(Rp/kg),Hortikultura
2010-04-01,11151.61,Bawang Merah,(Rp/kg),Hortikultura
2010-05-01,11107.61,Bawang Merah,(Rp/kg),Hortikultura
2010-06-01,11373.82,Bawang Merah,(Rp/kg),Hortikultura
2010-07-01,12739.47,Bawang Merah,(Rp/kg),Hortikultura
2010-08-01,12196.5,Bawang Merah,(Rp/kg),Hortikultura
2010-09-01,12112.01,Bawang Merah,(Rp/kg),Hortikultura
2010-10-01,12301.41,Bawang Merah,(Rp/kg),Hortikultura
2010-11-01,12890.79,Bawang Merah,(Rp/kg),Hortikultura
2010-12-01,13002.96,Bawang Merah,(Rp/kg),Hortikultura
2011-01-01,12892.2,Bawang Merah,(Rp/kg),Hortikultura
2011-02-01,13148.78,Bawang Merah,(Rp/kg),Hortikultura
2011-03-01,13686.56,Bawang Merah,(Rp/kg),Hortikultura
2011-04-01,13384.86,Bawang Merah,(Rp/kg),Hortikultura
2011-05-01,12877.27,Bawang Merah,(Rp/kg),Hortikultura
2011-06-01,12975.52,Bawang Merah,(Rp/kg),Hortikultura
2011-07-01,13361.38,Bawang Merah,(Rp/kg),Hortikultura
2011-08-01,13007.69,Bawang Merah,(Rp/kg),Hortikultura
2011-09-01,12605.06,Bawang Merah,(Rp/kg),Hortikultura
2011-10-01,12441.99,Bawang Merah,(Rp/kg),Hortikultura
2011-11-01,12449.52,Bawang Merah,(Rp/kg),Hortikultura
2011-12-01,12922.94,Bawang Merah,(Rp/kg),Hortikultura
2012-01-01,12462.99,Bawang Merah,(Rp/kg),Hortikultura
2012-02-01,12393.06,Bawang Merah,(Rp/kg),Hortikultura
2012-03-01,12267.58,Bawang Merah,(Rp/kg),Hortikultura
2012-04-01,12471.42,Bawang Merah,(Rp/kg),Hortikultura
2012-05-01,12801.58,Bawang Merah,(Rp/kg),Hortikultura
2012-06-01,13167.07,Bawang Merah,(Rp/kg),Hortikultura
2012-07-01,13158.92,Bawang Merah,(Rp/kg),Hortikultura
2012-08-01,13013.11,Bawang Merah,(Rp/kg),Hortikultura
2012-09-01,12770.99,Bawang Merah,(Rp/kg),Hortikultura
2012-10-01,12745.05,Bawang Merah,(Rp/kg),Hortikultura
2012-11-01,12980.12,Bawang Merah,(Rp/kg),Hortikultura
2012-12-01,13564.7,Bawang Merah,(Rp/kg),Hortikultura
2013-01-01,14263.78,Bawang Merah,(Rp/kg),Hortikultura
2013-02-01,14582.74,Bawang Merah,(Rp/kg),Hortikultura
2013-03-01,15023.36,Bawang Merah,(Rp/kg),Hortikultura
2013-04-01,15185.29,Bawang Merah,(Rp/kg),Hortikultura
2013-05-01,14653.21,Bawang Merah,(Rp/kg),Hortikultura
2013-06-01,14357.8,Bawang Merah,(Rp/kg),Hortikultura
2013-07-01,14959.31,Bawang Merah,(Rp/kg),Hortikultura
2013-08-01,15402.44,Bawang Merah,(Rp/kg),Hortikultura
2013-09-01,15023.46,Bawang Merah,(Rp/kg),Hortikultura
2013-10-01,14719.57,Bawang Merah,(Rp/kg),Hortikultura
2013-11-01,14699.17,Bawang Merah,(Rp/kg),Hortikultura
2013-12-01,14749.29,Bawang Merah,(Rp/kg),Hortikultura
2014-01-01,15638.48,Bawang Merah,(Rp/kg),Hortikultura
2014-02-01,15460.34,Bawang Merah,(Rp/kg),Hortikultura
2014-03-01,15428.38,Bawang Merah,(Rp/kg),Hortikultura
2014-04-01,15499.16,Bawang Merah,(Rp/kg),Hortikultura
2014-05-01,15527.77,Bawang Merah,(Rp/kg),Hortikultura
2014-06-01,15771.45,Bawang Merah,(Rp/kg),Hortikultura
2014-07-01,16128.87,Bawang Merah,(Rp/kg),Hortikultura
2014-08-01,15908.51,Bawang Merah,(Rp/kg),Hortikultura
2014-09-01,15498.11,Bawang Merah,(Rp/kg),Hortikultura
2014-10-01,15478.02,Bawang Merah,(Rp/kg),Hortikultura
2014-11-01,15294.26,Bawang Merah,(Rp/kg),Hortikultura
2014-12-01,15465.15,Bawang Merah,(Rp/kg),Hortikultura
2015-01-01,16030.26,Bawang Merah,(Rp/kg),Hortikultura
2015-02-01,15774.52,Bawang Merah,(Rp/kg),Hortikultura
2015-03-01,15950.3,Bawang Merah,(Rp/kg),Hortikultura
2015-04-01,16499.19,Bawang Merah,(Rp/kg),Hortikultura
2015-05-01,16667.57,Bawang Merah,(Rp/kg),Hortikultura
2015-06-01,17091.1,Bawang Merah,(Rp/kg),Hortikultura
2015-07-01,16432.96,Bawang Merah,(Rp/kg),Hortikultura
2015-08-01,15583.67,Bawang Merah,(Rp/kg),Hortikultura
2015-09-01,15254.09,Bawang Merah,(Rp/kg),Hortikultura
2015-10-01,15432.39,Bawang Merah,(Rp/kg),Hortikultura
2015-11-01,15549.5,Bawang Merah,(Rp/kg),Hortikultura
2015-12-01,16038.83,Bawang Merah,(Rp/kg),Hortikultura
2016-01-01,16999.67,Bawang Merah,(Rp/kg),Hortikultura
2016-02-01,16675.04,Bawang Merah,(Rp/kg),Hortikultura
2016-03-01,17486.16,Bawang Merah,(Rp/kg),Hortikultura
2016-04-01,18677.21,Bawang Merah,(Rp/kg),Hortikultura
2016-05-01,19150.51,Bawang Merah,(Rp/kg),Hortikultura
2016-06-01,18674.41,Bawang Merah,(Rp/kg),Hortikultura
2016-07-01,18921.78,Bawang Merah,(Rp/kg),Hortikultura
2016-08-01,19111.83,Bawang Merah,(Rp/kg),Hortikultura
2016-09-01,19656.59,Bawang Merah,(Rp/kg),Hortikultura
2016-10-01,19238.94,Bawang Merah,(Rp/kg),Hortikultura
2016-11-01,19584.71,Bawang Merah,(Rp/kg),Hortikultura
2016-12-01,19954.87,Bawang Merah,(Rp/kg),Hortikultura
2017-01-01,28511.44,Bawang Merah,(Rp/kg),Hortikultura
2017-02-01,28139.22,Bawang Merah,(Rp/kg),Hortikultura
2017-03-01,27969.76,Bawang Merah,(Rp/kg),Hortikultura
2017-04-01,27430.36,Bawang Merah,(Rp/kg),Hortikultura
2017-05-01,26733.7,Bawang Merah,(Rp/kg),Hortikultura
2017-06-01,26671.12,Bawang Merah,(Rp/kg),Hortikultura
2017-07-01,27530.18,Bawang Merah,(Rp/kg),Hortikultura
2017-08-01,26327.97,Bawang Merah,(Rp/kg),Hortikultura
2017-09-01,25525.36,Bawang Merah,(Rp/kg),Hortikultura
2017-10-01,24808.65,Bawang Merah,(Rp/kg),Hortikultura
2017-11-01,25006.39,Bawang Merah,(Rp/kg),Hortikultura
2017-12-01,25172.21,Bawang Merah,(Rp/kg),Hortikultura
2018-01-01,20848.82,Bawang Merah,(Rp/kg),Hortikultura
2018-02-01,20914.79,Bawang Merah,(Rp/kg),Hortikultura
2018-03-01,21476.28,Bawang Merah,(Rp/kg),Hortikultura
2018-04-01,22839.34,Bawang Merah,(Rp/kg),Hortikultura
2018-05-01,23165.49,Bawang Merah,(Rp/kg),Hortikultura
2018-06-01,23200.68,Bawang Merah,(Rp/kg),Hortikultura
2018-07-01,22340.08,Bawang Merah,(Rp/kg),Hortikultura
2018-08-01,21588.91,Bawang Merah,(Rp/kg),Hortikultura
2018-09-01,21036.03,Bawang Merah,(Rp/kg),Hortikultura
2018-10-01,20080.84,Bawang Merah,(Rp/kg),Hortikultura
2018-11-01,20719.64,Bawang Merah,(Rp/kg),Hortikultura
2018-12-01,21862.97,Bawang Merah,(Rp/kg),Hortikultura
2019-01-01,23345.04,Bawang Merah,(Rp/kg),Hortikultura
2019-02-01,22353.61,Bawang Merah,(Rp/kg),Hortikultura
2019-03-01,22671.61,Bawang Merah,(Rp/kg),Hortikultura
2019-04-01,23908.66,Bawang Merah,(Rp/kg),Hortikultura
2019-05-01,24418.48,Bawang Merah,(Rp/kg),Hortikultura
2019-06-01,24754.48,Bawang Merah,(Rp/kg),Hortikultura
2019-07-01,24485.09,Bawang Merah,(Rp/kg),Hortikultura
2019-08-01,22899.7,Bawang Merah,(Rp/kg),Hortikultura
2019-09-01,21857.42,Bawang Merah,(Rp/kg),Hortikultura
2019-10-01,21824,Bawang Merah,(Rp/kg),Hortikultura
2019-11-01,23051.85,Bawang Merah,(Rp/kg),Hortikultura
2019-12-01,24151.41,Bawang Merah,(Rp/kg),Hortikultura
2020-01-01,24537.64,Bawang Merah,(Rp/kg),Hortikultura
2020-02-01,25448.77,Bawang Merah,(Rp/kg),Hortikultura
2020-03-01,26040.24,Bawang Merah,(Rp/kg),Hortikultura
2020-04-01,27148.24,Bawang Merah,(Rp/kg),Hortikultura
2020-05-01,29771.34,Bawang Merah,(Rp/kg),Hortikultura
2020-06-01,30588.58,Bawang Merah,(Rp/kg),Hortikultura
2020-07-01,27907.18,Bawang Merah,(Rp/kg),Hortikultura
2020-08-01,25902.45,Bawang Merah,(Rp/kg),Hortikultura
2020-09-01,25187.48,Bawang Merah,(Rp/kg),Hortikultura
2020-10-01,25431.66,Bawang Merah,(Rp/kg),Hortikultura
2020-11-01,26301.81,Bawang Merah,(Rp/kg),Hortikultura
2020-12-01,25936.8,Bawang Merah,(Rp/kg),Hortikultura
2009-01-01,7215.69,Bawang Putih,(Rp/kg),Hortikultura
2009-02-01,7234.23,Bawang Putih,(Rp/kg),Hortikultura
2009-03-01,7132.27,Bawang Putih,(Rp/kg),Hortikultura
2009-04-01,7054.95,Bawang Putih,(Rp/kg),Hortikultura
2009-05-01,7078.73,Bawang Putih,(Rp/kg),Hortikultura
2009-06-01,7325.3,Bawang Putih,(Rp/kg),Hortikultura
2009-07-01,7611.58,Bawang Putih,(Rp/kg),Hortikultura
2009-08-01,8480.59,Bawang Putih,(Rp/kg),Hortikultura
2009-09-01,9041.58,Bawang Putih,(Rp/kg),Hortikultura
2009-10-01,9364.97,Bawang Putih,(Rp/kg),Hortikultura
2009-11-01,9628.12,Bawang Putih,(Rp/kg),Hortikultura
2009-12-01,9783.34,Bawang Putih,(Rp/kg),Hortikultura
2010-01-01,10588.14,Bawang Putih,(Rp/kg),Hortikultura
2010-02-01,10883.62,Bawang Putih,(Rp/kg),Hortikultura
2010-03-01,10833.78,Bawang Putih,(Rp/kg),Hortikultura
2010-04-01,11276.68,Bawang Putih,(Rp/kg),Hortikultura
2010-05-01,11503.53,Bawang Putih,(Rp/kg),Hortikultura
2010-06-01,11711.45,Bawang Putih,(Rp/kg),Hortikultura
2010-07-01,13127.46,Bawang Putih,(Rp/kg),Hortikultura
2010-08-01,13548.57,Bawang Putih,(Rp/kg),Hortikultura
2010-09-01,13257.77,Bawang Putih,(Rp/kg),Hortikultura
2010-10-01,13345.74,Bawang Putih,(Rp/kg),Hortikultura
2010-11-01,13636,Bawang Putih,(Rp/kg),Hortikultura
2010-12-01,13623.02,Bawang Putih,(Rp/kg),Hortikultura
2011-01-01,14108.11,Bawang Putih,(Rp/kg),Hortikultura
2011-02-01,14388.47,Bawang Putih,(Rp/kg),Hortikultura
2011-03-01,14660.59,Bawang Putih,(Rp/kg),Hortikultura
2011-04-01,14418.05,Bawang Putih,(Rp/kg),Hortikultura
2011-05-01,14450.75,Bawang Putih,(Rp/kg),Hortikultura
2011-06-01,14460.46,Bawang Putih,(Rp/kg),Hortikultura
2011-07-01,14374.39,Bawang Putih,(Rp/kg),Hortikultura
2011-08-01,14387.34,Bawang Putih,(Rp/kg),Hortikultura
2011-09-01,14385.33,Bawang Putih,(Rp/kg),Hortikultura
2011-10-01,13824.55,Bawang Putih,(Rp/kg),Hortikultura
2011-11-01,13711.54,Bawang Putih,(Rp/kg),Hortikultura
2011-12-01,13555.01,Bawang Putih,(Rp/kg),Hortikultura
2012-01-01,13202.25,Bawang Putih,(Rp/kg),Hortikultura
2012-02-01,13184.76,Bawang Putih,(Rp/kg),Hortikultura
2012-03-01,13268.62,Bawang Putih,(Rp/kg),Hortikultura
2012-04-01,13598.75,Bawang Putih,(Rp/kg),Hortikultura
2012-05-01,13581.25,Bawang Putih,(Rp/kg),Hortikultura
2012-06-01,14061.09,Bawang Putih,(Rp/kg),Hortikultura
2012-07-01,14329.62,Bawang Putih,(Rp/kg),Hortikultura
2012-08-01,14718.77,Bawang Putih,(Rp/kg),Hortikultura
2012-09-01,14782.49,Bawang Putih,(Rp/kg),Hortikultura
2012-10-01,14482.59,Bawang Putih,(Rp/kg),Hortikultura
2012-11-01,14543.66,Bawang Putih,(Rp/kg),Hortikultura
2012-12-01,14658.11,Bawang Putih,(Rp/kg),Hortikultura
2013-01-01,14887.99,Bawang Putih,(Rp/kg),Hortikultura
2013-02-01,15192.08,Bawang Putih,(Rp/kg),Hortikultura
2013-03-01,15860.84,Bawang Putih,(Rp/kg),Hortikultura
2013-04-01,16029.92,Bawang Putih,(Rp/kg),Hortikultura
2013-05-01,15722.25,Bawang Putih,(Rp/kg),Hortikultura
2013-06-01,15493.55,Bawang Putih,(Rp/kg),Hortikultura
2013-07-01,15494.18,Bawang Putih,(Rp/kg),Hortikultura
2013-08-01,15354.3,Bawang Putih,(Rp/kg),Hortikultura
2013-09-01,15185.91,Bawang Putih,(Rp/kg),Hortikultura
2013-10-01,14950.43,Bawang Putih,(Rp/kg),Hortikultura
2013-11-01,15059.32,Bawang Putih,(Rp/kg),Hortikultura
2013-12-01,14807.91,Bawang Putih,(Rp/kg),Hortikultura
2014-01-01,15513.07,Bawang Putih,(Rp/kg),Hortikultura
2014-02-01,15281.92,Bawang Putih,(Rp/kg),Hortikultura
2014-03-01,15348,Bawang Putih,(Rp/kg),Hortikultura
2014-04-01,15486.83,Bawang Putih,(Rp/kg),Hortikultura
2014-05-01,15487.64,Bawang Putih,(Rp/kg),Hortikultura
2014-06-01,15995.73,Bawang Putih,(Rp/kg),Hortikultura
2014-07-01,16437.32,Bawang Putih,(Rp/kg),Hortikultura
2014-08-01,16252.91,Bawang Putih,(Rp/kg),Hortikultura
2014-09-01,16062.51,Bawang Putih,(Rp/kg),Hortikultura
2014-10-01,15882.65,Bawang Putih,(Rp/kg),Hortikultura
2014-11-01,15866.44,Bawang Putih,(Rp/kg),Hortikultura
2014-12-01,16035.37,Bawang Putih,(Rp/kg),Hortikultura
2015-01-01,16087.76,Bawang Putih,(Rp/kg),Hortikultura
2015-02-01,15917.4,Bawang Putih,(Rp/kg),Hortikultura
2015-03-01,16378.08,Bawang Putih,(Rp/kg),Hortikultura
2015-04-01,16903.18,Bawang Putih,(Rp/kg),Hortikultura
2015-05-01,17248.43,Bawang Putih,(Rp/kg),Hortikultura
2015-06-01,17927.51,Bawang Putih,(Rp/kg),Hortikultura
2015-07-01,18079.23,Bawang Putih,(Rp/kg),Hortikultura
2015-08-01,17960.23,Bawang Putih,(Rp/kg),Hortikultura
2015-09-01,18186.17,Bawang Putih,(Rp/kg),Hortikultura
2015-10-01,18306.82,Bawang Putih,(Rp/kg),Hortikultura
2015-11-01,18371.72,Bawang Putih,(Rp/kg),Hortikultura
2015-12-01,18739.32,Bawang Putih,(Rp/kg),Hortikultura
2016-01-01,19659.45,Bawang Putih,(Rp/kg),Hortikultura
2016-02-01,20321.6,Bawang Putih,(Rp/kg),Hortikultura
2016-03-01,20865.86,Bawang Putih,(Rp/kg),Hortikultura
2016-04-01,22460.59,Bawang Putih,(Rp/kg),Hortikultura
2016-05-01,22585.96,Bawang Putih,(Rp/kg),Hortikultura
2016-06-01,22991.67,Bawang Putih,(Rp/kg),Hortikultura
2016-07-01,22921.05,Bawang Putih,(Rp/kg),Hortikultura
2016-08-01,22678.51,Bawang Putih,(Rp/kg),Hortikultura
2016-09-01,23297.79,Bawang Putih,(Rp/kg),Hortikultura
2016-10-01,23295.72,Bawang Putih,(Rp/kg),Hortikultura
2016-11-01,23443.1,Bawang Putih,(Rp/kg),Hortikultura
2016-12-01,24327.53,Bawang Putih,(Rp/kg),Hortikultura
2017-01-01,31629.44,Bawang Putih,(Rp/kg),Hortikultura
2017-02-01,31787.59,Bawang Putih,(Rp/kg),Hortikultura
2017-03-01,31377.67,Bawang Putih,(Rp/kg),Hortikultura
2017-04-01,31489.07,Bawang Putih,(Rp/kg),Hortikultura
2017-05-01,33862.8,Bawang Putih,(Rp/kg),Hortikultura
2017-06-01,34410.95,Bawang Putih,(Rp/kg),Hortikultura
2017-07-01,31603.52,Bawang Putih,(Rp/kg),Hortikultura
2017-08-01,30043.38,Bawang Putih,(Rp/kg),Hortikultura
2017-09-01,28593.67,Bawang Putih,(Rp/kg),Hortikultura
2017-10-01,28094.89,Bawang Putih,(Rp/kg),Hortikultura
2017-11-01,27872.87,Bawang Putih,(Rp/kg),Hortikultura
2017-12-01,27255.98,Bawang Putih,(Rp/kg),Hortikultura
2018-01-01,24960.93,Bawang Putih,(Rp/kg),Hortikultura
2018-02-01,25582.45,Bawang Putih,(Rp/kg),Hortikultura
2018-03-01,26641.62,Bawang Putih,(Rp/kg),Hortikultura
2018-04-01,27330.91,Bawang Putih,(Rp/kg),Hortikultura
2018-05-01,27127.84,Bawang Putih,(Rp/kg),Hortikultura
2018-06-01,27229.77,Bawang Putih,(Rp/kg),Hortikultura
2018-07-01,26670.56,Bawang Putih,(Rp/kg),Hortikultura
2018-08-01,26059.79,Bawang Putih,(Rp/kg),Hortikultura
2018-09-01,25598.71,Bawang Putih,(Rp/kg),Hortikultura
2018-10-01,24782.84,Bawang Putih,(Rp/kg),Hortikultura
2018-11-01,24973.84,Bawang Putih,(Rp/kg),Hortikultura
2018-12-01,24802.9,Bawang Putih,(Rp/kg),Hortikultura
2019-01-01,24635.33,Bawang Putih,(Rp/kg),Hortikultura
2019-02-01,24617.94,Bawang Putih,(Rp/kg),Hortikultura
2019-03-01,25745.37,Bawang Putih,(Rp/kg),Hortikultura
2019-04-01,27363.51,Bawang Putih,(Rp/kg),Hortikultura
2019-05-01,28794.95,Bawang Putih,(Rp/kg),Hortikultura
2019-06-01,28039.85,Bawang Putih,(Rp/kg),Hortikultura
2019-07-01,28278.41,Bawang Putih,(Rp/kg),Hortikultura
2019-08-01,27509.72,Bawang Putih,(Rp/kg),Hortikultura
2019-09-01,26386.19,Bawang Putih,(Rp/kg),Hortikultura
2019-10-01,25756.43,Bawang Putih,(Rp/kg),Hortikultura
2019-11-01,25768.65,Bawang Putih,(Rp/kg),Hortikultura
2019-12-01,25918.9,Bawang Putih,(Rp/kg),Hortikultura
2020-01-01,26373.49,Bawang Putih,(Rp/kg),Hortikultura
2020-02-01,29989.02,Bawang Putih,(Rp/kg),Hortikultura
2020-03-01,29640.87,Bawang Putih,(Rp/kg),Hortikultura
2020-04-01,30197.33,Bawang Putih,(Rp/kg),Hortikultura
2020-05-01,28676.3,Bawang Putih,(Rp/kg),Hortikultura
2020-06-01,26992.3,Bawang Putih,(Rp/kg),Hortikultura
2020-07-01,25336.57,Bawang Putih,(Rp/kg),Hortikultura
2020-08-01,24730.47,Bawang Putih,(Rp/kg),Hortikultura
2020-09-01,24957.1,Bawang Putih,(Rp/kg),Hortikultura
2020-10-01,25620.36,Bawang Putih,(Rp/kg),Hortikultura
2020-11-01,25850.72,Bawang Putih,(Rp/kg),Hortikultura
2020-12-01,26174.34,Bawang Putih,(Rp/kg),Hortikultura
2009-01-01,16158.52,Cabai Merah,(Rp/kg),Hortikultura
2009-02-01,16320.45,Cabai Merah,(Rp/kg),Hortikultura
2009-03-01,16055.38,Cabai Merah,(Rp/kg),Hortikultura
2009-04-01,15205.8,Cabai Merah,(Rp/kg),Hortikultura
2009-05-01,14789.54,Cabai Merah,(Rp/kg),Hortikultura
2009-06-01,14320.37,Cabai Merah,(Rp/kg),Hortikultura
2009-07-01,14515.39,Cabai Merah,(Rp/kg),Hortikultura
2009-08-01,14621.86,Cabai Merah,(Rp/kg),Hortikultura
2009-09-01,15765.43,Cabai Merah,(Rp/kg),Hortikultura
2009-10-01,16455.98,Cabai Merah,(Rp/kg),Hortikultura
2009-11-01,16522.03,Cabai Merah,(Rp/kg),Hortikultura
2009-12-01,15822.03,Cabai Merah,(Rp/kg),Hortikultura
2010-01-01,15992.58,Cabai Merah,(Rp/kg),Hortikultura
2010-02-01,16194.01,Cabai Merah,(Rp/kg),Hortikultura
2010-03-01,15838.51,Cabai Merah,(Rp/kg),Hortikultura
2010-04-01,16195.65,Cabai Merah,(Rp/kg),Hortikultura
2010-05-01,16150.68,Cabai Merah,(Rp/kg),Hortikultura
2010-06-01,16605.09,Cabai Merah,(Rp/kg),Hortikultura
2010-07-01,18979.71,Cabai Merah,(Rp/kg),Hortikultura
2010-08-01,16338.55,Cabai Merah,(Rp/kg),Hortikultura
2010-09-01,15984.42,Cabai Merah,(Rp/kg),Hortikultura
2010-10-01,15386.02,Cabai Merah,(Rp/kg),Hortikultura
2010-11-01,15873.11,Cabai Merah,(Rp/kg),Hortikultura
2010-12-01,16578.88,Cabai Merah,(Rp/kg),Hortikultura
2011-01-01,19303.24,Cabai Merah,(Rp/kg),Hortikultura
2011-02-01,19191.26,Cabai Merah,(Rp/kg),Hortikultura
2011-03-01,18088.65,Cabai Merah,(Rp/kg),Hortikultura
2011-04-01,17085.53,Cabai Merah,(Rp/kg),Hortikultura
2011-05-01,16028.9,Cabai Merah,(Rp/kg),Hortikultura
2011-06-01,15207.69,Cabai Merah,(Rp/kg),Hortikultura
2011-07-01,15140.53,Cabai Merah,(Rp/kg),Hortikultura
2011-08-01,15221.76,Cabai Merah,(Rp/kg),Hortikultura
2011-09-01,16002.84,Cabai Merah,(Rp/kg),Hortikultura
2011-10-01,16973.68,Cabai Merah,(Rp/kg),Hortikultura
2011-11-01,18361.82,Cabai Merah,(Rp/kg),Hortikultura
2011-12-01,19602.76,Cabai Merah,(Rp/kg),Hortikultura
2012-01-01,19825.03,Cabai Merah,(Rp/kg),Hortikultura
2012-02-01,19591.66,Cabai Merah,(Rp/kg),Hortikultura
2012-03-01,19483.45,Cabai Merah,(Rp/kg),Hortikultura
2012-04-01,19416.98,Cabai Merah,(Rp/kg),Hortikultura
2012-05-01,19194.3,Cabai Merah,(Rp/kg),Hortikultura
2012-06-01,19613.42,Cabai Merah,(Rp/kg),Hortikultura
2012-07-01,19571.6,Cabai Merah,(Rp/kg),Hortikultura
2012-08-01,19299.6,Cabai Merah,(Rp/kg),Hortikultura
2012-09-01,18856.37,Cabai Merah,(Rp/kg),Hortikultura
2012-10-01,18816.97,Cabai Merah,(Rp/kg),Hortikultura
2012-11-01,18435.65,Cabai Merah,(Rp/kg),Hortikultura
2012-12-01,18377.69,Cabai Merah,(Rp/kg),Hortikultura
2013-01-01,18601.05,Cabai Merah,(Rp/kg),Hortikultura
2013-02-01,18870.34,Cabai Merah,(Rp/kg),Hortikultura
2013-03-01,19088.94,Cabai Merah,(Rp/kg),Hortikultura
2013-04-01,18718.92,Cabai Merah,(Rp/kg),Hortikultura
2013-05-01,19441.61,Cabai Merah,(Rp/kg),Hortikultura
2013-06-01,19858.21,Cabai Merah,(Rp/kg),Hortikultura
2013-07-01,20546.17,Cabai Merah,(Rp/kg),Hortikultura
2013-08-01,20342.81,Cabai Merah,(Rp/kg),Hortikultura
2013-09-01,19526.47,Cabai Merah,(Rp/kg),Hortikultura
2013-10-01,19843.45,Cabai Merah,(Rp/kg),Hortikultura
2013-11-01,19881.87,Cabai Merah,(Rp/kg),Hortikultura
2013-12-01,19557.37,Cabai Merah,(Rp/kg),Hortikultura
2014-01-01,20021.38,Cabai Merah,(Rp/kg),Hortikultura
2014-02-01,19581.04,Cabai Merah,(Rp/kg),Hortikultura
2014-03-01,19087.99,Cabai Merah,(Rp/kg),Hortikultura
2014-04-01,18805.2,Cabai Merah,(Rp/kg),Hortikultura
2014-05-01,18322.21,Cabai Merah,(Rp/kg),Hortikultura
2014-06-01,17840.28,Cabai Merah,(Rp/kg),Hortikultura
2014-07-01,17906.98,Cabai Merah,(Rp/kg),Hortikultura
2014-08-01,18156.2,Cabai Merah,(Rp/kg),Hortikultura
2014-09-01,18760.1,Cabai Merah,(Rp/kg),Hortikultura
2014-10-01,19782.83,Cabai Merah,(Rp/kg),Hortikultura
2014-11-01,20752.09,Cabai Merah,(Rp/kg),Hortikultura
2014-12-01,21830.02,Cabai Merah,(Rp/kg),Hortikultura
2015-01-01,22405.94,Cabai Merah,(Rp/kg),Hortikultura
2015-02-01,21071.87,Cabai Merah,(Rp/kg),Hortikultura
2015-03-01,20588.16,Cabai Merah,(Rp/kg),Hortikultura
2015-04-01,19722.85,Cabai Merah,(Rp/kg),Hortikultura
2015-05-01,20564.44,Cabai Merah,(Rp/kg),Hortikultura
2015-06-01,21316.64,Cabai Merah,(Rp/kg),Hortikultura
2015-07-01,21579.45,Cabai Merah,(Rp/kg),Hortikultura
2015-08-01,21776.52,Cabai Merah,(Rp/kg),Hortikultura
2015-09-01,21268.72,Cabai Merah,(Rp/kg),Hortikultura
2015-10-01,20134.21,Cabai Merah,(Rp/kg),Hortikultura
2015-11-01,20178.33,Cabai Merah,(Rp/kg),Hortikultura
2015-12-01,21121.48,Cabai Merah,(Rp/kg),Hortikultura
2016-01-01,21237.09,Cabai Merah,(Rp/kg),Hortikultura
2016-02-01,21387.07,Cabai Merah,(Rp/kg),Hortikultura
2016-03-01,22507.67,Cabai Merah,(Rp/kg),Hortikultura
2016-04-01,21533.37,Cabai Merah,(Rp/kg),Hortikultura
2016-05-01,21397.34,Cabai Merah,(Rp/kg),Hortikultura
2016-06-01,21066.99,Cabai Merah,(Rp/kg),Hortikultura
2016-07-01,20985.44,Cabai Merah,(Rp/kg),Hortikultura
2016-08-01,21411.82,Cabai Merah,(Rp/kg),Hortikultura
2016-09-01,22200.92,Cabai Merah,(Rp/kg),Hortikultura
2016-10-01,22837.99,Cabai Merah,(Rp/kg),Hortikultura
2016-11-01,23731.36,Cabai Merah,(Rp/kg),Hortikultura
2016-12-01,23060.52,Cabai Merah,(Rp/kg),Hortikultura
2017-01-01,36588.6,Cabai Merah,(Rp/kg),Hortikultura
2017-02-01,35914.64,Cabai Merah,(Rp/kg),Hortikultura
2017-03-01,34893.69,Cabai Merah,(Rp/kg),Hortikultura
